WKT,confidence,detection_,TIF IMAGE
"POLYGON ((189731.0 469735.5,189755.5 469735.5,189755.5 469713.0,189731 469713,189731.0 469735.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((170109.5 476840.5,170133.0 476840.5,170133 476817,170109.5 476817.0,170109.5 476840.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((178625.5 446049.0,178647.5 446049.0,178647.5 446020.5,178625.5 446020.5,178625.5 446049.0))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((176229.5 476192.0,176249 476192,176249.0 476173.5,176229.5 476173.5,176229.5 476192.0))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((176233.5 476229.5,176252.0 476229.5,176252.0 476211.5,176233.5 476211.5,176233.5 476229.5))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((174928.0 473448.5,174947.0 473448.5,174947 473416,174928 473416,174928.0 473448.5))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((179959.5 480203.0,179980.5 480203.0,179980.5 480184.0,179959.5 480184.0,179959.5 480203.0))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((180007.5 480207.0,180017.5 480207.0,180017.5 480197.5,180007.5 480197.5,180007.5 480207.0))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((180060.0 480210.5,180076.0 480210.5,180076.0 480195.5,180060.0 480195.5,180060.0 480210.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((180189 480190,180205 480190,180205 480173,180189 480173,180189 480190))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((173124 479142,173146 479142,173146 479122,173124 479122,173124 479142))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((176367 449813,176377 449813,176377 449801,176367 449801,176367 449813))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((176353 449813,176361.5 449813.0,176361.5 449800.0,176353 449800,176353 449813))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((179974.5 475825.5,179990.5 475825.5,179990.5 475812.5,179974.5 475812.5,179974.5 475825.5))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((172398.5 478832.0,172418 478832,172418.0 478813.5,172398.5 478813.5,172398.5 478832.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((171004.5 475544.0,171028.5 475544.0,171028.5 475522.5,171004.5 475522.5,171004.5 475544.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((170999.5 475570.0,171021 475570,171021 475548,170999.5 475548.0,170999.5 475570.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((170985.5 475579.5,171002.5 475579.5,171002.5 475561.0,170985.5 475561.0,170985.5 475579.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((170863.5 475563.0,170886.5 475563.0,170886.5 475543.0,170863.5 475543.0,170863.5 475563.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((186128 476788,186153 476788,186153 476764,186128 476764,186128 476788))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((172410.0 475780.5,172430.0 475780.5,172430 475758,172410 475758,172410.0 475780.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((172414.5 475968.5,172437.0 475968.5,172437.0 475946.5,172414.5 475946.5,172414.5 475968.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((175815.0 448909.5,175828.0 448909.5,175828 448896,175815 448896,175815.0 448909.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((175498 469332,175508 469332,175508.0 469307.5,175498.0 469307.5,175498 469332))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((199372.5 452134.0,199389.5 452134.0,199389.5 452118.0,199372.5 452118.0,199372.5 452134.0))",100,barrow,LiDAR files/33dz2/33dz2_SLRM_clip.tif
"POLYGON ((199397.5 452134.0,199415.5 452134.0,199415.5 452118.0,199397.5 452118.0,199397.5 452134.0))",100,barrow,LiDAR files/33dz2/33dz2_SLRM_clip.tif
"POLYGON ((185011.5 471010.0,185027 471010,185027 470993,185011.5 470993.0,185011.5 471010.0))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((185089.5 470902.0,185102.5 470902.0,185102.5 470889.5,185089.5 470889.5,185089.5 470902.0))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((185032.0 470899.5,185048.5 470899.5,185048.5 470884.0,185032 470884,185032.0 470899.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((185058.5 470891.5,185073.0 470891.5,185073 470878,185058.5 470878.0,185058.5 470891.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((197050.5 452531.5,197067.0 452531.5,197067 452514,197050.5 452514.0,197050.5 452531.5))",100,barrow,LiDAR files/33dz2/33dz2_SLRM_clip.tif
"POLYGON ((189772.5 471219.0,189787.5 471219.0,189787.5 471193.0,189772.5 471193.0,189772.5 471219.0))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((180402.0 480508.5,180422.5 480508.5,180422.5 480490.0,180402 480490,180402.0 480508.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((184306.5 475288.0,184329.5 475288.0,184329.5 475269.5,184306.5 475269.5,184306.5 475288.0))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((175017.5 476059.5,175036.0 476059.5,175036 476042,175017.5 476042.0,175017.5 476059.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((186349 474167,186367.5 474167.0,186367.5 474150.0,186349 474150,186349 474167))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((183176 443687,183188 443687,183188 443675,183176 443675,183176 443687))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((183163.0 477206.5,183182.0 477206.5,183182.0 477190.5,183163.0 477190.5,183163.0 477206.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((183200.5 477213.5,183220.0 477213.5,183220 477194,183200.5 477194.0,183200.5 477213.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((183312.0 477386.5,183330.5 477386.5,183330.5 477370.0,183312 477370,183312.0 477386.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((187095.5 474838.5,187122.5 474838.5,187122.5 474814.0,187095.5 474814.0,187095.5 474838.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((189184.5 475779.5,189211.5 475779.5,189211.5 475753.0,189184.5 475753.0,189184.5 475779.5))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((184047 446676,184057.5 446676.0,184057.5 446663.0,184047 446663,184047 446676))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((172542.5 477414.5,172569.0 477414.5,172569.0 477394.5,172542.5 477394.5,172542.5 477414.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((176141.5 471170.5,176161.0 471170.5,176161 471155,176141.5 471155.0,176141.5 471170.5))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((186902 487167,186929.5 487167.0,186929.5 487140.5,186902.0 487140.5,186902 487167))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((178122 480819,178138 480819,178138 480802,178122 480802,178122 480819))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((172582.0 480283.5,172601.5 480283.5,172601.5 480261.5,172582.0 480261.5,172582.0 480283.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((176792.5 475039.5,176809.0 475039.5,176809.0 475020.5,176792.5 475020.5,176792.5 475039.5))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((176792.5 474979.5,176806.0 474979.5,176806 474965,176792.5 474965.0,176792.5 474979.5))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((176737.5 475035.0,176751.5 475035.0,176751.5 475019.0,176737.5 475019.0,176737.5 475035.0))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((174133 480890,174154 480890,174154.0 480868.5,174133.0 480868.5,174133 480890))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((172315.5 471155.5,172332.5 471155.5,172332.5 471139.0,172315.5 471139.0,172315.5 471155.5))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((179116.5 448059.5,179139.5 448059.5,179139.5 448037.0,179116.5 448037.0,179116.5 448059.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((179151.5 448056.0,179176 448056,179176 448031,179151.5 448031.0,179151.5 448056.0))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((187008.0 483559.5,187035.5 483559.5,187035.5 483535.0,187008 483535,187008.0 483559.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((186817.0 483592.5,186839.5 483592.5,186839.5 483569.5,186817.0 483569.5,186817.0 483592.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((179284.5 448000.5,179303.0 448000.5,179303.0 447980.5,179284.5 447980.5,179284.5 448000.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((176491.0 474543.5,176508.5 474543.5,176508.5 474523.5,176491.0 474523.5,176491.0 474543.5))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((188685.0 484212.5,188705.0 484212.5,188705 484190,188685 484190,188685.0 484212.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((191279.5 475214.0,191309.5 475214.0,191309.5 475187.0,191279.5 475187.0,191279.5 475214.0))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((179899.5 474304.5,179915.5 474304.5,179915.5 474295.5,179899.5 474295.5,179899.5 474304.5))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((172209 480346,172227.5 480346.0,172227.5 480327.5,172209.0 480327.5,172209 480346))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((172228.0 480277.5,172244.5 480277.5,172244.5 480260.0,172228 480260,172228.0 480277.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((185023.0 481807.5,185037.0 481807.5,185037.0 481792.5,185023.0 481792.5,185023.0 481807.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((170878.0 474219.5,170895.0 474219.5,170895 474205,170878 474205,170878.0 474219.5))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((171023.5 474210.5,171044.5 474210.5,171044.5 474189.0,171023.5 474189.0,171023.5 474210.5))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((183430.0 446119.5,183457.0 446119.5,183457 446091,183430 446091,183430.0 446119.5))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((172330 477163,172351.5 477163.0,172351.5 477142.0,172330 477142,172330 477163))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((172338.0 477135.5,172359.5 477135.5,172359.5 477120.0,172338 477120,172338.0 477135.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((172405.0 477135.5,172434.5 477135.5,172434.5 477120.0,172405 477120,172405.0 477135.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((189499.5 484729.5,189525.5 484729.5,189525.5 484704.0,189499.5 484704.0,189499.5 484729.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((189203 475776,189210.5 475776.0,189210.5 475756.0,189203 475756,189203 475776))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188961.0 481189.5,188987.0 481189.5,188987.0 481162.5,188961.0 481162.5,188961.0 481189.5))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((171254 469898,171269 469898,171269.0 469882.5,171254.0 469882.5,171254 469898))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((175523.5 475617.0,175553 475617,175553 475589,175523.5 475589.0,175523.5 475617.0))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((175507.5 475533.5,175528.0 475533.5,175528.0 475506.5,175507.5 475506.5,175507.5 475533.5))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((175547.0 475440.5,175569.5 475440.5,175569.5 475417.5,175547.0 475417.5,175547.0 475440.5))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((175617.0 475476.5,175632.5 475476.5,175632.5 475460.0,175617 475460,175617.0 475476.5))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((192643.5 480818.5,192658.5 480818.5,192658.5 480803.5,192643.5 480803.5,192643.5 480818.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((192498 480587,192529 480587,192529.0 480559.5,192498.0 480559.5,192498 480587))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((192534.0 480567.5,192544.0 480567.5,192544.0 480558.5,192534.0 480558.5,192534.0 480567.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((192504 480552,192514.5 480552.0,192514.5 480542.0,192504 480542,192504 480552))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((188125.0 474223.5,188147.0 474223.5,188147.0 474204.5,188125.0 474204.5,188125.0 474223.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((189773.5 471222.5,189794.0 471222.5,189794 471191,189773.5 471191.0,189773.5 471222.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((190032 471243,190050 471243,190050 471225,190032 471225,190032 471243))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((178783.0 471937.5,178797.5 471937.5,178797.5 471922.0,178783 471922,178783.0 471937.5))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((180886.0 481087.5,180907.0 481087.5,180907.0 481066.5,180886.0 481066.5,180886.0 481087.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((180922.0 481089.5,180935.0 481089.5,180935.0 481075.5,180922.0 481075.5,180922.0 481089.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((199777 451867,199787.5 451867.0,199787.5 451855.0,199777 451855,199777 451867))",100,barrow,LiDAR files/33dz2/33dz2_SLRM_clip.tif
"POLYGON ((170978.5 476030.0,171000.5 476030.0,171000.5 476009.5,170978.5 476009.5,170978.5 476030.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((181353.0 481064.5,181369.0 481064.5,181369 481038,181353 481038,181353.0 481064.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((181546.5 481070.5,181565.0 481070.5,181565 481050,181546.5 481050.0,181546.5 481070.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((181531.5 481095.5,181551.0 481095.5,181551 481075,181531.5 481075.0,181531.5 481095.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((174715.5 478328.0,174731 478328,174731 478311,174715.5 478311.0,174715.5 478328.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((174725.5 478327.0,174736 478327,174736.0 478317.5,174725.5 478317.5,174725.5 478327.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((174534 478288,174550.5 478288.0,174550.5 478270.5,174534.0 478270.5,174534 478288))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((176903 448936,176920.5 448936.0,176920.5 448917.0,176903 448917,176903 448936))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((173772.5 475670.0,173790.5 475670.0,173790.5 475652.0,173772.5 475652.0,173772.5 475670.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173854.0 475709.5,173876.5 475709.5,173876.5 475702.0,173854 475702,173854.0 475709.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173846 475638,173865.5 475638.0,173865.5 475620.5,173846.0 475620.5,173846 475638))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173902 475623,173915.5 475623.0,173915.5 475609.0,173902 475609,173902 475623))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((190541.5 477924.0,190558.5 477924.0,190558.5 477908.0,190541.5 477908.0,190541.5 477924.0))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((199647.0 455213.5,199662.0 455213.5,199662.0 455200.5,199647.0 455200.5,199647.0 455213.5))",100,barrow,LiDAR files/33dz2/33dz2_SLRM_clip.tif
"POLYGON ((187493.0 474168.5,187507.0 474168.5,187507 474138,187493 474138,187493.0 474168.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((184995.5 480653.0,185013 480653,185013 480636,184995.5 480636.0,184995.5 480653.0))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((190641.5 480870.0,190658 480870,190658 480854,190641.5 480854.0,190641.5 480870.0))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((177825.5 444457.5,177837.0 444457.5,177837 444445,177825.5 444445.0,177825.5 444457.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((170215.5 477184.0,170227.5 477184.0,170227.5 477153.5,170215.5 477153.5,170215.5 477184.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((171713.5 477369.5,171736.0 477369.5,171736.0 477347.5,171713.5 477347.5,171713.5 477369.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173509.5 474699.0,173531 474699,173531.0 474677.5,173509.5 474677.5,173509.5 474699.0))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((190900.5 478621.5,190925.0 478621.5,190925 478598,190900.5 478598.0,190900.5 478621.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((190925.5 478613.0,190950 478613,190950.0 478589.5,190925.5 478589.5,190925.5 478613.0))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((190970.0 478636.5,190995.0 478636.5,190995.0 478612.5,190970.0 478612.5,190970.0 478636.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((190888.0 478814.5,190908.5 478814.5,190908.5 478795.0,190888 478795,190888.0 478814.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((189474.0 487217.5,189498.0 487217.5,189498.0 487195.5,189474.0 487195.5,189474.0 487217.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((192035.0 478490.5,192059.0 478490.5,192059.0 478470.5,192035.0 478470.5,192035.0 478490.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((184003.5 445676.0,184026 445676,184026.0 445657.5,184003.5 445657.5,184003.5 445676.0))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((184206 445881,184217 445881,184217 445871,184206 445871,184206 445881))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((185746.5 481660.5,185768.5 481660.5,185768.5 481638.5,185746.5 481638.5,185746.5 481660.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((185539.5 481671.5,185567.0 481671.5,185567 481643,185539.5 481643.0,185539.5 481671.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((180846.5 449725.0,180861.5 449725.0,180861.5 449712.0,180846.5 449712.0,180846.5 449725.0))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((172798.5 480456.0,172817 480456,172817.0 480437.5,172798.5 480437.5,172798.5 480456.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((172932.5 480275.5,172950.0 480275.5,172950 480257,172932.5 480257.0,172932.5 480275.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173034.0 480281.5,173051.0 480281.5,173051.0 480265.5,173034.0 480265.5,173034.0 480281.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173051.5 480265.5,173072.5 480265.5,173072.5 480255.0,173051.5 480255.0,173051.5 480265.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((170999.5 474962.5,171019.5 474962.5,171019.5 474941.5,170999.5 474941.5,170999.5 474962.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((170951.5 474919.0,170969.5 474919.0,170969.5 474902.5,170951.5 474902.5,170951.5 474919.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((171013.0 474902.5,171028.5 474902.5,171028.5 474887.5,171013.0 474887.5,171013.0 474902.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((170950 474893,170981 474893,170981.0 474864.5,170950.0 474864.5,170950 474893))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((171007.5 474856.0,171038.5 474856.0,171038.5 474840.0,171007.5 474840.0,171007.5 474856.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((177498.5 448160.0,177507.5 448160.0,177507.5 448147.0,177498.5 448147.0,177498.5 448160.0))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177452.0 448164.5,177468.5 448164.5,177468.5 448157.5,177452.0 448157.5,177452.0 448164.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((179995.5 449292.0,180011 449292,180011.0 449277.5,179995.5 449277.5,179995.5 449292.0))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((171927.5 471047.5,171949.5 471047.5,171949.5 471026.5,171927.5 471026.5,171927.5 471047.5))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((173870 480925,173886.5 480925.0,173886.5 480911.5,173870.0 480911.5,173870 480925))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173825 480925,173839 480925,173839.0 480911.5,173825.0 480911.5,173825 480925))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173811.5 480899.5,173828.5 480899.5,173828.5 480885.5,173811.5 480885.5,173811.5 480899.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((185687.0 483464.5,185707.0 483464.5,185707.0 483443.5,185687.0 483443.5,185687.0 483464.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((185685.0 483443.5,185700.5 483443.5,185700.5 483428.0,185685 483428,185685.0 483443.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((171850 471029,171866.5 471029.0,171866.5 471013.0,171850 471013,171850 471029))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((171928.0 471047.5,171937.5 471047.5,171937.5 471026.0,171928 471026,171928.0 471047.5))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((171863.5 471067.5,171879.0 471067.5,171879.0 471049.5,171863.5 471049.5,171863.5 471067.5))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((180485.5 449163.5,180500.0 449163.5,180500.0 449150.5,180485.5 449150.5,180485.5 449163.5))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((179666.5 448029.0,179688 448029,179688.0 448009.5,179666.5 448009.5,179666.5 448029.0))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((176851.5 474505.0,176871.5 474505.0,176871.5 474484.0,176851.5 474484.0,176851.5 474505.0))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((176852.5 474542.0,176868 474542,176868.0 474528.5,176852.5 474528.5,176852.5 474542.0))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((176689.5 474406.0,176708 474406,176708.0 474386.5,176689.5 474386.5,176689.5 474406.0))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((177498.5 448159.5,177512.0 448159.5,177512.0 448145.5,177498.5 448145.5,177498.5 448159.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((171493 480372,171507.5 480372.0,171507.5 480357.5,171493.0 480357.5,171493 480372))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((187721.5 486790.5,187738.0 486790.5,187738 486774,187721.5 486774.0,187721.5 486790.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((187757.0 486612.5,187774.0 486612.5,187774.0 486594.5,187757.0 486594.5,187757.0 486612.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((187779.0 486550.5,187792.0 486550.5,187792 486531,187779 486531,187779.0 486550.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((173377.5 475105.5,173396.0 475105.5,173396 475086,173377.5 475086.0,173377.5 475105.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((171882 477735,171903.5 477735.0,171903.5 477714.5,171882.0 477714.5,171882 477735))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((184207 445881,184216.5 445881.0,184216.5 445871.5,184207.0 445871.5,184207 445881))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((184261.5 445597.0,184283 445597,184283 445585,184261.5 445585.0,184261.5 445597.0))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((190557.5 478700.0,190571 478700,190571.0 478681.5,190557.5 478681.5,190557.5 478700.0))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
